data;p_soja
06/05/2011;47
09/05/2011;47
10/05/2011;47
11/05/2011;46.75
12/05/2011;47.04
13/05/2011;47.08
16/05/2011;47.19
17/05/2011;47.64
18/05/2011;48.12
19/05/2011;48.18
20/05/2011;48.59
23/05/2011;48.63
24/05/2011;48.84
25/05/2011;49.06
26/05/2011;49.04
27/05/2011;48.59
30/05/2011;49
31/05/2011;49
01/06/2011;47.91
02/06/2011;48.55
03/06/2011;48.91
06/06/2011;48.94
07/06/2011;47.88
08/06/2011;48.48
09/06/2011;48.77
10/06/2011;48.2
13/06/2011;48.06
14/06/2011;48.77
15/06/2011;47.85
16/06/2011;47.89
17/06/2011;47.5
20/06/2011;47.5
21/06/2011;47.35
22/06/2011;47.35
24/06/2011;47.35
27/06/2011;47
28/06/2011;47.21
29/06/2011;47
30/06/2011;47
01/07/2011;46.13
04/07/2011;46.13
05/07/2011;47.06
06/07/2011;47.13
07/07/2011;47.16
08/07/2011;47.83
11/07/2011;48.13
12/07/2011;48.6
13/07/2011;48.98
14/07/2011;49.59
15/07/2011;49.62
18/07/2011;49.36
19/07/2011;49.56
20/07/2011;49.63
21/07/2011;48.73
22/07/2011;49.2
25/07/2011;49
26/07/2011;49
27/07/2011;49.75
28/07/2011;49.44
29/07/2011;48.52
01/08/2011;48.07
02/08/2011;48.52
03/08/2011;48.64
04/08/2011;48.25
05/08/2011;48.25
08/08/2011;47.78
09/08/2011;49.24
10/08/2011;48.64
11/08/2011;50.06
12/08/2011;50.02
15/08/2011;48.81
16/08/2011;48.5
17/08/2011;48.68
18/08/2011;48.75
19/08/2011;49
22/08/2011;49.34
23/08/2011;50.1
24/08/2011;50.1
25/08/2011;50.23
26/08/2011;50.75
29/08/2011;51.26
30/08/2011;51.2
31/08/2011;51.63
01/09/2011;51.72
02/09/2011;52.42
05/09/2011;52.42
06/09/2011;51.69
08/09/2011;51.63
09/09/2011;52.74
12/09/2011;52.5
13/09/2011;52.23
14/09/2011;53
15/09/2011;53
16/09/2011;51.5
19/09/2011;52.28
20/09/2011;52.84
21/09/2011;53.82
22/09/2011;53.13
23/09/2011;52.25
26/09/2011;51.14
27/09/2011;50.86
28/09/2011;50.86
29/09/2011;50
30/09/2011;48.64
03/10/2011;49
04/10/2011;48
05/10/2011;47.22
06/10/2011;47.22
07/10/2011;47.22
10/10/2011;47.22
11/10/2011;47.22
13/10/2011;48.24
14/10/2011;48.88
17/10/2011;48.99
18/10/2011;48.82
19/10/2011;48.41
20/10/2011;49.5
21/10/2011;49.22
24/10/2011;49.22
25/10/2011;48.5
26/10/2011;48.89
27/10/2011;49.2
28/10/2011;49.2
31/10/2011;49.2
01/11/2011;47
03/11/2011;48
04/11/2011;48.17
07/11/2011;48.17
08/11/2011;48.17
09/11/2011;48.17
10/11/2011;47.5
11/11/2011;47.5
14/11/2011;47.5
16/11/2011;48.23
17/11/2011;47.97
18/11/2011;47.12
21/11/2011;47.12
22/11/2011;47.12
23/11/2011;48
24/11/2011;47.6
25/11/2011;47.93
28/11/2011;47.82
29/11/2011;47.82
30/11/2011;47.82
01/12/2011;47.82
02/12/2011;47.82
05/12/2011;47.82
06/12/2011;47.82
07/12/2011;47.82
08/12/2011;47.82
09/12/2011;46.5
12/12/2011;46.5
13/12/2011;46.92
14/12/2011;46.92
15/12/2011;46.92
16/12/2011;47.5
19/12/2011;47.5
20/12/2011;47.5
21/12/2011;47.5
22/12/2011;47.5
23/12/2011;47.5
26/12/2011;47.5
27/12/2011;49.5
28/12/2011;49.5
29/12/2011;49.5
02/01/2012;49.5
03/01/2012;50.75
04/01/2012;50.75
05/01/2012;50.75
06/01/2012;50.75
09/01/2012;50.75
10/01/2012;50.75
11/01/2012;50.75
12/01/2012;50.75
13/01/2012;50.75
16/01/2012;50.75
17/01/2012;50.75
18/01/2012;47.5
19/01/2012;47.85
20/01/2012;47.85
23/01/2012;48.5
24/01/2012;48.73
25/01/2012;48.81
26/01/2012;48.5
27/01/2012;48.22
30/01/2012;48.22
31/01/2012;48.22
01/02/2012;48
02/02/2012;48
03/02/2012;48
06/02/2012;48
07/02/2012;48
08/02/2012;48.62
09/02/2012;48
10/02/2012;48
13/02/2012;48.46
14/02/2012;49.67
15/02/2012;50.18
16/02/2012;50.68
17/02/2012;50.5
22/02/2012;50.5
23/02/2012;50.5
24/02/2012;50.88
27/02/2012;50.17
28/02/2012;50.5
29/02/2012;50.5
01/03/2012;51.5
02/03/2012;52
05/03/2012;52.25
06/03/2012;53
07/03/2012;53
08/03/2012;53.25
09/03/2012;54.26
12/03/2012;54.93
13/03/2012;55.2
14/03/2012;55.75
15/03/2012;55.78
16/03/2012;56.02
19/03/2012;55.55
20/03/2012;55.68
21/03/2012;55.76
22/03/2012;55.76
23/03/2012;55.73
26/03/2012;56.3
27/03/2012;56.25
28/03/2012;56.54
29/03/2012;56.08
30/03/2012;57.8
02/04/2012;58.75
03/04/2012;58.24
04/04/2012;58.29
05/04/2012;58.88
09/04/2012;58.72
10/04/2012;59.17
11/04/2012;59.19
12/04/2012;59.77
13/04/2012;59.98
16/04/2012;59
17/04/2012;59.84
18/04/2012;60.1
19/04/2012;60.82
20/04/2012;60.5
23/04/2012;62
24/04/2012;61.75
25/04/2012;62.68
26/04/2012;62.73
27/04/2012;63.3
30/04/2012;63.19
02/05/2012;62.6
03/05/2012;63.88
04/05/2012;63.88
07/05/2012;63.74
08/05/2012;63.5
09/05/2012;63.29
10/05/2012;63.75
11/05/2012;62.81
14/05/2012;62.8
15/05/2012;63.82
16/05/2012;63.81
17/05/2012;64.33
18/05/2012;65.11
21/05/2012;65.44
22/05/2012;65.05
23/05/2012;64.25
24/05/2012;64.17
25/05/2012;64.17
28/05/2012;64.17
29/05/2012;62.78
30/05/2012;63
31/05/2012;63
01/06/2012;62.78
04/06/2012;63
05/06/2012;63.38
06/06/2012;63.76
08/06/2012;66.35
11/06/2012;67
12/06/2012;67
13/06/2012;67
14/06/2012;67.88
15/06/2012;66.85
18/06/2012;67.08
19/06/2012;68.17
20/06/2012;68.86
21/06/2012;69.27
22/06/2012;70
25/06/2012;71.88
26/06/2012;71.83
27/06/2012;72.91
28/06/2012;73
29/06/2012;73
02/07/2012;71.67
03/07/2012;71.67
04/07/2012;71.67
05/07/2012;71.67
06/07/2012;71.67
09/07/2012;71.67
10/07/2012;78.27
11/07/2012;79
12/07/2012;79
13/07/2012;79
16/07/2012;81
17/07/2012;81
18/07/2012;82.6
19/07/2012;82.6
20/07/2012;84.15
23/07/2012;84.15
24/07/2012;84.15
25/07/2012;84.15
26/07/2012;84.03
27/07/2012;84.03
30/07/2012;84.34
31/07/2012;84.34
01/08/2012;84.34
02/08/2012;83.34
03/08/2012;83
06/08/2012;83
07/08/2012;83
08/08/2012;83
09/08/2012;83
10/08/2012;84
13/08/2012;84
14/08/2012;84
15/08/2012;84
16/08/2012;84
17/08/2012;84
20/08/2012;83.63
21/08/2012;83.91
22/08/2012;85.12
23/08/2012;87.71
24/08/2012;89.9
27/08/2012;89.86
28/08/2012;89.85
29/08/2012;90.04
30/08/2012;90.32
31/08/2012;91.21
03/09/2012;91.2
04/09/2012;91.2
05/09/2012;92
06/09/2012;92
10/09/2012;90.5
11/09/2012;90.5
12/09/2012;90.1
13/09/2012;90.02
14/09/2012;90
17/09/2012;90
18/09/2012;90
19/09/2012;90
20/09/2012;90
21/09/2012;90
24/09/2012;79.2
25/09/2012;75.73
26/09/2012;75.73
27/09/2012;75.73
28/09/2012;75.73
01/10/2012;75.73
02/10/2012;75.73
03/10/2012;75.73
04/10/2012;75.73
05/10/2012;75.73
08/10/2012;75.73
09/10/2012;75.73
10/10/2012;75.73
11/10/2012;75.73
15/10/2012;75.73
16/10/2012;75.73
17/10/2012;75.73
18/10/2012;75.73
19/10/2012;75.73
22/10/2012;75.73
23/10/2012;75.73
24/10/2012;75.73
25/10/2012;75.73
26/10/2012;75.73
29/10/2012;75.73
30/10/2012;75.73
31/10/2012;75.73
01/11/2012;75.73
05/11/2012;75.73
06/11/2012;75.73
07/11/2012;75.73
08/11/2012;75.73
09/11/2012;75.73
12/11/2012;75.73
13/11/2012;75.73
14/11/2012;75.73
16/11/2012;75.73
19/11/2012;75.73
20/11/2012;75.73
21/11/2012;75.73
22/11/2012;75.73
23/11/2012;75.73
26/11/2012;75.73
27/11/2012;75.73
28/11/2012;75.73
29/11/2012;75.73
30/11/2012;75.73
03/12/2012;75.73
04/12/2012;75.73
05/12/2012;75.73
06/12/2012;75.73
07/12/2012;75.73
10/12/2012;75.73
11/12/2012;75.73
12/12/2012;75.73
13/12/2012;75.73
14/12/2012;75.73
17/12/2012;75.73
18/12/2012;75.73
19/12/2012;75.73
20/12/2012;75.73
21/12/2012;75.73
26/12/2012;75.73
27/12/2012;75.73
28/12/2012;75.73
02/01/2013;75.73
03/01/2013;75.73
04/01/2013;75.73
07/01/2013;75.73
08/01/2013;75.73
09/01/2013;75.73
10/01/2013;75.73
11/01/2013;75.73
14/01/2013;75.73
15/01/2013;75.73
16/01/2013;75.73
17/01/2013;75.73
18/01/2013;75.73
21/01/2013;75.73
22/01/2013;75.73
23/01/2013;64.63
24/01/2013;63.56
25/01/2013;63.56
28/01/2013;63.56
29/01/2013;63.56
30/01/2013;64.51
31/01/2013;64.51
01/02/2013;64.7
04/02/2013;63.43
05/02/2013;65
06/02/2013;64.57
07/02/2013;64.57
08/02/2013;64.57
13/02/2013;64.57
14/02/2013;64.57
15/02/2013;64.57
18/02/2013;64.57
19/02/2013;63.18
20/02/2013;64.19
21/02/2013;64.65
22/02/2013;64.5
25/02/2013;63
26/02/2013;62.5
27/02/2013;62.5
28/02/2013;62.5
01/03/2013;62.5
04/03/2013;62.36
05/03/2013;63.03
06/03/2013;63.5
07/03/2013;62.8
08/03/2013;62.5
11/03/2013;62.4
12/03/2013;62.5
13/03/2013;62
14/03/2013;61.81
15/03/2013;60.7
18/03/2013;60.7
19/03/2013;60.7
20/03/2013;60
21/03/2013;60.79
22/03/2013;61.19
25/03/2013;61.5
26/03/2013;61.78
27/03/2013;62
28/03/2013;62
01/04/2013;62
02/04/2013;59.31
03/04/2013;59.12
04/04/2013;59.12
05/04/2013;59.12
08/04/2013;58.76
09/04/2013;58.23
10/04/2013;58.23
11/04/2013;58.5
12/04/2013;59.18
15/04/2013;59.18
16/04/2013;59.25
17/04/2013;59.25
18/04/2013;60.05
19/04/2013;60
22/04/2013;59.8
23/04/2013;59.74
24/04/2013;59.12
25/04/2013;59.25
26/04/2013;59.93
29/04/2013;60.75
30/04/2013;60
02/05/2013;60
03/05/2013;60.75
06/05/2013;59.72
07/05/2013;60.57
08/05/2013;59.6
09/05/2013;59.72
10/05/2013;59.72
13/05/2013;60.3
14/05/2013;60
15/05/2013;60
16/05/2013;61.26
17/05/2013;62.12
20/05/2013;62.12
21/05/2013;62.12
22/05/2013;64.52
23/05/2013;64.52
24/05/2013;64.52
27/05/2013;64.52
28/05/2013;64.52
29/05/2013;64.52
31/05/2013;64.52
03/06/2013;64.52
04/06/2013;66.51
05/06/2013;68.06
06/06/2013;67
07/06/2013;67.79
10/06/2013;67.24
11/06/2013;68.64
12/06/2013;69.05
13/06/2013;69.05
14/06/2013;68.68
17/06/2013;68.68
18/06/2013;69.25
19/06/2013;70
20/06/2013;70.31
21/06/2013;70.96
24/06/2013;70.08
25/06/2013;69.91
26/06/2013;70.45
27/06/2013;69.15
28/06/2013;69.15
01/07/2013;69.64
02/07/2013;70
03/07/2013;70.13
04/07/2013;70.13
05/07/2013;70.27
08/07/2013;70
09/07/2013;70
10/07/2013;70.49
11/07/2013;70.26
12/07/2013;70.26
15/07/2013;69.32
16/07/2013;70.4
17/07/2013;70.4
18/07/2013;69.41
19/07/2013;70.57
22/07/2013;71.57
23/07/2013;71.83
24/07/2013;71.83
25/07/2013;65
26/07/2013;65
29/07/2013;65.03
30/07/2013;66.02
31/07/2013;66.77
01/08/2013;66.7
02/08/2013;66.7
05/08/2013;64.14
06/08/2013;64.92
07/08/2013;65.15
08/08/2013;64.97
09/08/2013;65
12/08/2013;66
13/08/2013;66.88
14/08/2013;67.94
15/08/2013;70
16/08/2013;70.65
19/08/2013;72.51
20/08/2013;72.34
21/08/2013;73.34
22/08/2013;73.7
23/08/2013;72.5
26/08/2013;75.3
27/08/2013;75.05
28/08/2013;74.86
29/08/2013;75.13
30/08/2013;73.67
02/09/2013;73.67
03/09/2013;74.57
04/09/2013;74.57
05/09/2013;74.91
06/09/2013;73.3
09/09/2013;74.32
10/09/2013;71.83
11/09/2013;73.83
12/09/2013;73.83
13/09/2013;76.55
16/09/2013;74.85
17/09/2013;74.85
18/09/2013;73.68
19/09/2013;73.68
20/09/2013;73.68
23/09/2013;72.09
24/09/2013;72.09
25/09/2013;71.64
26/09/2013;71.64
27/09/2013;71.64
30/09/2013;71.64
01/10/2013;70
02/10/2013;70
03/10/2013;72.22
04/10/2013;73.84
07/10/2013;73.84
08/10/2013;73.84
09/10/2013;73.84
10/10/2013;73.84
11/10/2013;73.84
14/10/2013;73.84
15/10/2013;73.84
16/10/2013;73.84
17/10/2013;73.84
18/10/2013;73.84
21/10/2013;73.84
22/10/2013;75
23/10/2013;75
24/10/2013;75
25/10/2013;75
28/10/2013;75
29/10/2013;75
30/10/2013;75
31/10/2013;75
01/11/2013;75
04/11/2013;75
05/11/2013;75
06/11/2013;75
07/11/2013;75
08/11/2013;75
11/11/2013;75
12/11/2013;75
13/11/2013;77.25
14/11/2013;77.25
18/11/2013;77.25
19/11/2013;77.25
20/11/2013;77.25
21/11/2013;77.25
22/11/2013;77.25
25/11/2013;77.25
26/11/2013;77.25
27/11/2013;77.25
28/11/2013;77.25
29/11/2013;77.25
02/12/2013;77.25
03/12/2013;77.25
04/12/2013;77.25
05/12/2013;77.25
06/12/2013;77.25
09/12/2013;77.25
10/12/2013;77.25
11/12/2013;77.25
12/12/2013;77.25
13/12/2013;77.25
16/12/2013;77.25
17/12/2013;77.25
18/12/2013;77.25
19/12/2013;77.25
20/12/2013;77.25
23/12/2013;77.25
26/12/2013;77.25
27/12/2013;77.25
30/12/2013;77.25
02/01/2014;77.25
03/01/2014;77.25
06/01/2014;77.25
07/01/2014;77.25
08/01/2014;77.25
09/01/2014;73.34
10/01/2014;73.34
13/01/2014;73.34
14/01/2014;73.34
15/01/2014;73.34
16/01/2014;73.34
17/01/2014;73.34
20/01/2014;73.34
21/01/2014;73.34
22/01/2014;68.15
23/01/2014;68
24/01/2014;68
27/01/2014;68
28/01/2014;68.32
29/01/2014;67.55
30/01/2014;67.89
31/01/2014;68.2
03/02/2014;66.94
04/02/2014;67.44
05/02/2014;67.88
06/02/2014;66.2
07/02/2014;66.2
10/02/2014;66.2
11/02/2014;66.2
12/02/2014;66.2
13/02/2014;66.2
14/02/2014;71.82
17/02/2014;71.82
18/02/2014;71.58
19/02/2014;72
20/02/2014;72
21/02/2014;71.6
24/02/2014;71.6
25/02/2014;72.21
26/02/2014;72.83
27/02/2014;73.67
28/02/2014;73.67
05/03/2014;73.67
06/03/2014;72.5
07/03/2014;74.27
10/03/2014;74.27
11/03/2014;73.21
12/03/2014;73.21
13/03/2014;72.24
14/03/2014;72.24
17/03/2014;72.24
18/03/2014;72.24
19/03/2014;72.73
20/03/2014;72.73
21/03/2014;72.73
24/03/2014;72.73
25/03/2014;70
26/03/2014;71.48
27/03/2014;70.09
28/03/2014;70.04
31/03/2014;70.5
01/04/2014;71.83
02/04/2014;71.88
03/04/2014;72
04/04/2014;72
07/04/2014;72
08/04/2014;69
09/04/2014;70.57
10/04/2014;69.77
11/04/2014;69.55
14/04/2014;69.38
15/04/2014;71.61
16/04/2014;71.99
17/04/2014;72
22/04/2014;72
23/04/2014;72
24/04/2014;69.51
25/04/2014;70.46
28/04/2014;71.53
29/04/2014;71.68
30/04/2014;71.46
02/05/2014;71.46
05/05/2014;69.85
06/05/2014;69.37
07/05/2014;69.07
08/05/2014;69.81
09/05/2014;70.42
12/05/2014;70.52
13/05/2014;69.99
14/05/2014;70.28
15/05/2014;70.42
16/05/2014;70.03
19/05/2014;70.49
20/05/2014;71.12
21/05/2014;70.9
22/05/2014;72.13
23/05/2014;71.77
26/05/2014;71.77
27/05/2014;71.89
28/05/2014;71.46
29/05/2014;71.44
30/05/2014;71.41
02/06/2014;72.09
03/06/2014;72.22
04/06/2014;72.5
05/06/2014;72.01
06/06/2014;72.01
09/06/2014;70.5
10/06/2014;70.5
11/06/2014;70.5
12/06/2014;70.5
13/06/2014;70.83
16/06/2014;70.14
17/06/2014;70.14
18/06/2014;70.22
20/06/2014;70.5
23/06/2014;70.5
24/06/2014;70.31
25/06/2014;70.31
26/06/2014;70.46
27/06/2014;70.46
30/06/2014;70.46
01/07/2014;69.72
02/07/2014;69.72
03/07/2014;69.49
04/07/2014;69.49
07/07/2014;69.49
08/07/2014;69.49
09/07/2014;69.49
10/07/2014;69.49
11/07/2014;69.49
14/07/2014;66
15/07/2014;65.13
16/07/2014;65.01
17/07/2014;65.42
18/07/2014;65.21
21/07/2014;65.06
22/07/2014;65.06
23/07/2014;65.57
24/07/2014;66.06
25/07/2014;66.06
28/07/2014;66.85
29/07/2014;66.85
30/07/2014;66.85
31/07/2014;66.85
01/08/2014;66.85
04/08/2014;66.85
05/08/2014;66.08
06/08/2014;66.08
07/08/2014;66.08
08/08/2014;67.13
11/08/2014;67.13
12/08/2014;67.13
13/08/2014;67.13
14/08/2014;67.13
15/08/2014;67.13
18/08/2014;67.13
19/08/2014;67.44
20/08/2014;67.51
21/08/2014;67.84
22/08/2014;67.43
25/08/2014;67.43
26/08/2014;67.43
27/08/2014;67.43
28/08/2014;67.43
29/08/2014;67.43
01/09/2014;67.43
02/09/2014;67.43
03/09/2014;67.43
04/09/2014;62.94
05/09/2014;62.94
08/09/2014;62.94
09/09/2014;62.94
10/09/2014;62.94
11/09/2014;62.94
12/09/2014;62.94
15/09/2014;62.94
16/09/2014;62.94
17/09/2014;62.94
18/09/2014;62.04
19/09/2014;62.04
22/09/2014;62.04
23/09/2014;61.81
24/09/2014;61.81
25/09/2014;61.81
26/09/2014;61.81
29/09/2014;61.17
30/09/2014;61.17
01/10/2014;61.17
02/10/2014;61.17
03/10/2014;61.17
06/10/2014;61.17
07/10/2014;61.17
08/10/2014;61.17
09/10/2014;61.17
10/10/2014;61.17
13/10/2014;61.17
14/10/2014;61.17
15/10/2014;61.17
16/10/2014;61.17
17/10/2014;61.17
20/10/2014;61.17
21/10/2014;61.17
22/10/2014;61.17
23/10/2014;61.17
24/10/2014;61.17
27/10/2014;61.17
28/10/2014;61.17
29/10/2014;61.17
30/10/2014;61.17
31/10/2014;61.17
03/11/2014;61.17
04/11/2014;61.17
05/11/2014;61.17
06/11/2014;61.17
07/11/2014;61.17
10/11/2014;61.17
11/11/2014;61.17
12/11/2014;61.17
13/11/2014;61.17
14/11/2014;61.17
17/11/2014;61.17
18/11/2014;61.17
19/11/2014;61.17
20/11/2014;61.17
21/11/2014;61.17
24/11/2014;61.17
25/11/2014;61.17
26/11/2014;61.17
27/11/2014;61.17
28/11/2014;61.17
01/12/2014;61.17
02/12/2014;61.17
03/12/2014;61.17
04/12/2014;61.17
05/12/2014;61.17
08/12/2014;61.17
09/12/2014;61.17
10/12/2014;61.17
11/12/2014;61.17
12/12/2014;61.17
15/12/2014;61.17
16/12/2014;61.17
17/12/2014;61.17
18/12/2014;61.17
19/12/2014;61.17
22/12/2014;61.17
23/12/2014;61.17
26/12/2014;61.17
29/12/2014;61.17
30/12/2014;61.17
02/01/2015;61.17
05/01/2015;61.17
06/01/2015;61.17
07/01/2015;61.17
08/01/2015;61.17
09/01/2015;61.17
12/01/2015;61.17
13/01/2015;61.17
14/01/2015;61.17
15/01/2015;61.17
16/01/2015;61.17
19/01/2015;61.17
20/01/2015;61.17
21/01/2015;61.17
22/01/2015;61.17
23/01/2015;61.17
26/01/2015;61.17
27/01/2015;61.03
28/01/2015;61.03
29/01/2015;61.03
30/01/2015;61.03
02/02/2015;61.5
03/02/2015;62.21
04/02/2015;61.98
05/02/2015;61.98
06/02/2015;62.35
09/02/2015;63
10/02/2015;63
11/02/2015;63
12/02/2015;63
13/02/2015;63
18/02/2015;63
19/02/2015;65
20/02/2015;65.83
23/02/2015;65.83
24/02/2015;65.28
25/02/2015;65.28
26/02/2015;65.84
27/02/2015;65.84
02/03/2015;65.84
03/03/2015;65.84
04/03/2015;65.84
05/03/2015;65.84
06/03/2015;65.84
09/03/2015;65.84
10/03/2015;67.32
11/03/2015;67.32
12/03/2015;67.32
13/03/2015;67.32
16/03/2015;67.32
17/03/2015;67.32
18/03/2015;67.32
19/03/2015;67.32
20/03/2015;69.44
23/03/2015;69.81
24/03/2015;69.81
25/03/2015;69.95
26/03/2015;69.95
27/03/2015;69.95
30/03/2015;70.65
31/03/2015;70.65
01/04/2015;70.65
02/04/2015;70.65
06/04/2015;70.65
07/04/2015;70.65
08/04/2015;70.65
09/04/2015;70.65
10/04/2015;70.65
13/04/2015;70.65
14/04/2015;70.65
15/04/2015;70.65
16/04/2015;70.65
17/04/2015;70.65
20/04/2015;70.65
22/04/2015;70.65
23/04/2015;70.65
24/04/2015;70.65
27/04/2015;65.09
28/04/2015;65.01
29/04/2015;65.01
30/04/2015;65.01
04/05/2015;67.73
05/05/2015;68.4
06/05/2015;68.63
07/05/2015;67.98
08/05/2015;66.43
11/05/2015;67.37
12/05/2015;67.37
13/05/2015;65.84
14/05/2015;65.44
15/05/2015;65.07
18/05/2015;66.22
19/05/2015;65.98
20/05/2015;65.01
21/05/2015;64.98
22/05/2015;65.6
25/05/2015;65.4
26/05/2015;66.79
27/05/2015;67.08
28/05/2015;66.95
29/05/2015;67.9
01/06/2015;67.45
02/06/2015;67.48
03/06/2015;66.88
05/06/2015;67.98
08/06/2015;67.03
09/06/2015;66.76
10/06/2015;67.57
11/06/2015;67.37
12/06/2015;66.75
15/06/2015;66.23
16/06/2015;66.76
17/06/2015;67.68
18/06/2015;67.63
19/06/2015;67.87
22/06/2015;68.11
23/06/2015;68.17
24/06/2015;67.97
25/06/2015;69.79
26/06/2015;69.81
29/06/2015;69.96
30/06/2015;70.16
01/07/2015;70.22
02/07/2015;71.27
03/07/2015;70.38
06/07/2015;71.13
07/07/2015;71.67
08/07/2015;71.68
09/07/2015;71.85
10/07/2015;71.91
13/07/2015;72.18
14/07/2015;71.78
15/07/2015;71.93
16/07/2015;72.62
17/07/2015;72.86
20/07/2015;72.78
21/07/2015;73.05
22/07/2015;73.2
23/07/2015;74.83
24/07/2015;75.19
27/07/2015;74.42
28/07/2015;74.72
29/07/2015;74.82
30/07/2015;75.91
31/07/2015;76.13
03/08/2015;76.29
04/08/2015;76.73
05/08/2015;77.84
06/08/2015;78.5
07/08/2015;78.44
10/08/2015;79.29
11/08/2015;79.53
12/08/2015;79.53
13/08/2015;79.53
14/08/2015;79.53
17/08/2015;75.63
18/08/2015;74.66
19/08/2015;73.92
20/08/2015;75.77
21/08/2015;75.77
24/08/2015;76.25
25/08/2015;76.68
26/08/2015;77.67
27/08/2015;77.67
28/08/2015;77.2
31/08/2015;77.49
01/09/2015;77.62
02/09/2015;78.6
03/09/2015;79.31
04/09/2015;79.51
08/09/2015;80.06
09/09/2015;80
10/09/2015;80.23
11/09/2015;80.03
14/09/2015;81.77
15/09/2015;81.33
16/09/2015;81.6
17/09/2015;80.19
18/09/2015;80.33
21/09/2015;81.43
22/09/2015;82.67
23/09/2015;83.45
24/09/2015;84.74
25/09/2015;83.27
28/09/2015;83.23
29/09/2015;84.63
30/09/2015;84.25
01/10/2015;83.65
02/10/2015;82.59
05/10/2015;82.38
06/10/2015;82.27
07/10/2015;80.8
08/10/2015;80.28
09/10/2015;79.49
13/10/2015;80.79
14/10/2015;81.99
15/10/2015;81.85
16/10/2015;81.72
19/10/2015;81.95
20/10/2015;82.33
21/10/2015;83.65
22/10/2015;83.45
23/10/2015;83.08
26/10/2015;82.07
27/10/2015;81.78
28/10/2015;81.57
29/10/2015;82.44
30/10/2015;81.4
03/11/2015;81.37
04/11/2015;79.58
05/11/2015;80.63
06/11/2015;79.88
09/11/2015;79.12
10/11/2015;80.05
11/11/2015;79.02
12/11/2015;78.81
13/11/2015;79.27
16/11/2015;80.24
17/11/2015;80.21
18/11/2015;80.44
19/11/2015;79.97
20/11/2015;79.93
23/11/2015;79.56
24/11/2015;79.15
25/11/2015;80.41
26/11/2015;79.85
27/11/2015;80.11
30/11/2015;81.86
01/12/2015;81.09
02/12/2015;80.68
03/12/2015;80.3
04/12/2015;80.64
07/12/2015;80.24
08/12/2015;79.7
09/12/2015;80.18
10/12/2015;80.01
11/12/2015;80.27
14/12/2015;80.66
15/12/2015;80.77
16/12/2015;80.78
17/12/2015;80.8
18/12/2015;80.79
21/12/2015;81.27
22/12/2015;81.45
23/12/2015;81.37
28/12/2015;81.44
29/12/2015;81.37
30/12/2015;81.35
04/01/2016;81.64
05/01/2016;82.26
06/01/2016;81.84
07/01/2016;82.35
08/01/2016;83.16
11/01/2016;83.35
12/01/2016;85.7
13/01/2016;85.59
14/01/2016;85.05
15/01/2016;84.42
18/01/2016;83.98
19/01/2016;83.48
20/01/2016;82.39
21/01/2016;83.31
22/01/2016;82.94
25/01/2016;81.49
26/01/2016;80.91
27/01/2016;80.44
28/01/2016;80.73
29/01/2016;79.89
01/02/2016;79.32
02/02/2016;79.82
03/02/2016;79.67
04/02/2016;77.44
05/02/2016;76.69
10/02/2016;76.06
11/02/2016;76.88
12/02/2016;77.26
15/02/2016;77.54
16/02/2016;78.99
17/02/2016;78.96
18/02/2016;78.39
19/02/2016;78.92
22/02/2016;77.82
23/02/2016;77.07
24/02/2016;77.5
25/02/2016;76.56
26/02/2016;77.16
29/02/2016;76.71
01/03/2016;76.34
02/03/2016;75.3
03/03/2016;74.1
04/03/2016;73.58
07/03/2016;74.4
08/03/2016;74.63
09/03/2016;74.04
10/03/2016;73.45
11/03/2016;73.56
14/03/2016;73.45
15/03/2016;74.5
16/03/2016;75.15
17/03/2016;74.4
18/03/2016;73.74
21/03/2016;73.69
22/03/2016;74.63
23/03/2016;74.97
24/03/2016;75.74
28/03/2016;75.07
29/03/2016;75.65
30/03/2016;74.88
31/03/2016;74.34
01/04/2016;75
04/04/2016;74.9
05/04/2016;75.81
06/04/2016;76.03
07/04/2016;76.81
08/04/2016;75.45
11/04/2016;74.84
12/04/2016;75.42
13/04/2016;76.32
14/04/2016;76.42
15/04/2016;76.75
18/04/2016;78.53
19/04/2016;78.77
20/04/2016;79.76
22/04/2016;79.65
25/04/2016;81.7
26/04/2016;81.14
27/04/2016;82.66
28/04/2016;82.98
29/04/2016;81.91
02/05/2016;82.79
03/05/2016;84.55
04/05/2016;84.09
05/05/2016;83.42
06/05/2016;82.98
09/05/2016;83.09
10/05/2016;85.66
11/05/2016;85.55
12/05/2016;85.5
13/05/2016;85.79
16/05/2016;85.47
17/05/2016;86.05
18/05/2016;86.18
19/05/2016;87.32
20/05/2016;87.4
23/05/2016;87.91
24/05/2016;88.65
25/05/2016;89.31
27/05/2016;90.61
30/05/2016;90.84
31/05/2016;91.77
01/06/2016;92.61
02/06/2016;94.7
03/06/2016;96.26
06/06/2016;95.47
07/06/2016;95.48
08/06/2016;96.37
09/06/2016;96.3
10/06/2016;96.88
13/06/2016;97.51
14/06/2016;97.61
15/06/2016;97.44
16/06/2016;96.16
17/06/2016;96.78
20/06/2016;95.97
21/06/2016;94.85
22/06/2016;94.75
23/06/2016;93.81
24/06/2016;92.66
27/06/2016;94.17
28/06/2016;93.93
29/06/2016;92.42
30/06/2016;92.01
01/07/2016;92.31
04/07/2016;92.48
05/07/2016;91.18
06/07/2016;89.98
07/07/2016;89.04
08/07/2016;87.65
11/07/2016;89.12
